NREGION,NPROVINCE,NDISTRICT,NVILL_SECT,NCOMMUNE,NOM,Name of HF as it appears in the HF-level data base ,remarks,POINT_X,POINT_Y,Statut
CENTRE-NORD,NAMENTENGA,BOULSA,TOUGOURI,TOUGOURI,CENTRE MEDICAL DE TOUGOURI,CM TOUGOURI,,-0.525305556,13.31433333,4
CENTRE-NORD,NAMENTENGA,BOULSA,DABOSWENDE,TOUGOURI,CSPS DABOSSOMNORE,CSPS DABOSSOMNORÉ,,-0.376194444,13.1385,51
CENTRE-NORD,NAMENTENGA,BOULSA,GARGO,TOUGOURI,CSPS DE GARGO,CSPS GARGO,,-0.446194444,13.04263889,51
CENTRE-NORD,NAMENTENGA,BOULSA,NAMTENGA,TOUGOURI,CSPS DE NAMTENGA,CSPS NAMTENGA,,-0.376194444,13.1185,51
CENTRE-NORD,NAMENTENGA,BOULSA,TAFFOGO,TOUGOURI,CSPS DE TAFFOGO,CSPS TAFFOGO,,-0.539694444,13.40922222,51
CENTRE-NORD,NAMENTENGA,BOULSA,TILGA,TOUGOURI,CSPS DE TILGA,CSPS TILGA,,-0.602138889,13.09683333,51
CENTRE-NORD,NAMENTENGA,BOULSA,TOYOGDIN,TOUGOURI,CSPS DE TOYOGDIN,CSPS TOYOGDIN,,-0.362277778,13.24313889,51
CENTRE-NORD,NAMENTENGA,BOULSA,TAPARKO,YALGO,CSPS DE TAPARKO,CSPS TAPARKO,,-0.323055556,13.48622222,51
CENTRE-NORD,NAMENTENGA,BOULSA,2,YALGO,CSPS DE YALGO,CSPS YALGO ,,-0.262472222,13.58891667,51
CENTRE-NORD,NAMENTENGA,BOULSA,ZEGUEDEGUIN,ZEGUEDEGUIN,CSPS DE ZEGUEDEGUIN,CSPS ZÉGUÉDÉGUIN,,-0.451666667,12.96725,51
CENTRE-NORD,SAMMATENGA,KAYA,SECTEUR 1,KAYA,CSPS DU SECTEUR 1 DE KAYA,CM SECTEUR1,,-1.076583333,13.08411111,4
CENTRE-NORD,SAMMATENGA,KAYA,SECTEUR 6,KAYA,CSPS DU SECTEUR 6,CSPS SECTEUR6,,-2.240222222,12.9595,51
CENTRE-NORD,SAMMATENGA,KAYA,TEBERE,PISSILA,CSPS DE TEBERE,CSPS TÉBÉRÉ,,-0.695,13.05047222,51
CENTRE-NORD,SAMMENTENGA,KAYA,GNONGTENGA,ZIGA,CSPS KOURA,CSPS KOURA,,-0.860027778,12.73325,51
CENTRE-NORD,SANEMATENGA,BARSALGHO,ANKOUNA,PENSA,CSPS DE ANKOUNA,CSPS ANKOUNA ,,-0.754361111,13.75175,51
CENTRE-NORD,SANEMATENGA,KAYA,TAGALA,BOUSSOUMA,CSPS DE TAGALA,CSPS TAGALLA,,-1.22625,12.99261111,51
CENTRE-NORD,SANEMATENGA,KAYA,BASNERE,KAYA,CSPS DE BASNERE,CSPS BASNERE ,,-1.785222222,11.91188889,51
CENTRE-NORD,SANEMATENGA,KAYA,4,KAYA,CSPS DU SECTEUR 4 DE KAYA,CSPS SECTEUR4,,-1.080138889,13.06780556,51
CENTRE-NORD,SANEMENTENGA,KAYA,VOWOGDO,PIBAORE,CSPS DE VOWOGDO,CSPS VOWOGDO,,-0.741638889,12.83369444,51
CENTRE-NORD,SANMATENGA,BARSALGHO,BARSALGO,BARSALGHO,CMA DE BARSALGO,CMA BARSALOGHO ,,-1.055861111,13.41163889,3
CENTRE-NORD,SANMATENGA,BARSALGHO,SANBA,BARSALGHO,CSPS DE SANBA,CSPS SANBA ,,-1.133194444,13.33197222,51
CENTRE-NORD,SANMATENGA,BARSALGHO,ZONGO,BARSALGHO,CSPS DE ZONGO,CSPS ZONGO,,-2.6205,12.79405556,51
CENTRE-NORD,SANMATENGA,BARSALGHO,ZINIBEOGO,PENSA,CSPS DE ZINIBEOGO,CSPS ZINIBÉOGO ,,-0.743388889,13.87125,51
CENTRE-NORD,SANMATENGA,KAYA,SECTEUR N_ 5,KAYA,CHR DE KAYA,CSPS KAYA,,-1.103083333,13.08647222,2
CENTRE-NORD,SANMATENGA,KAYA,DAMESMA,KAYA,CSPS DE DAMESMA,CSPS DAMESMA,,-1.166416667,13.10477,51
CENTRE-NORD,SANMATENGA,KAYA,NAMSIGUI,KAYA,CSPS DE NAMSSIGUI,CSPS NAMSIGUI,,-1.235111111,13.18422222,51
CENTRE-NORD,SANMATENGA,KAYA,NOAKA,KAYA,CSPS DE NOAKA,CSPS NOAKA,,-0.934777778,13.18944444,51
CENTRE-NORD,SANMATENGA,KAYA,TANGASGO,KAYA,CSPS DE TANGASGO,CSPS TANGASGO,,-1.069888889,13.15097222,51
CENTRE-NORD,SANMATENGA,KAYA,IMIOUGOU,KORSIMORO,CSPS DE IMIOUGOU,CSPS IMIOUGOU,,-1.296638889,12.89513889,51
CENTRE-NORD,SANMATENGA,KAYA,SABOURI,KORSIMORO,CSPS DE SABOURI NAKOARA,CSPS SABOURI,,-1.084,12.75627778,51
CENTRE-NORD,SANMATENGA,KAYA,TANZEONGO,MANE,CSPS DE TANZEONGO,CSPS TANZEOGO,,-1.4585,13.11438889,51
CENTRE-NORD,SANMATENGA,KAYA,ZINCKO,MANE,CSPS DE ZINEKO,CSPS ZINCKO,,-1.313666667,13.07536111,51
CENTRE-NORD,SANMATENGA,KAYA,PIBAORE,PIBAORE,CSPS DE PIBAORE,CSPS PIBAORÉ,,-0.8125,12.89144444,51
CENTRE-NORD,SANMATENGA,KAYA,ISSAGO,PISSILA,CSPS DE ISSAGO,CSPS ISSAOGO,,-0.745277778,13.02675,51
CENTRE-NORD,SANMATENGA,KAYA,SECTEUR N_4,PISSILA,CSPS DE PISSILA,CSPS PISSILA,,-0.824,13.16280556,51
CENTRE-NORD,SANMATENGA,KAYA,POULALE,PISSILA,CSPS DE POULALE,CSPS POULALLÉ,,-0.851222222,13.09738889,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,BASMA,BARSALGHO,CSPS DE BASMA,CSPS  BASMA ,,-1.087222222,13.24675,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,FOUBE,BARSALGHO,CSPS DE FOUBE,CSPS FOUBÉ,,-0.926722222,13.85147222,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,GUENDBILA,BARSALGHO,CSPS DE GUENDBILA,CSPS GUENDBILA ,,-0.952805556,13.6955,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,KALAMBAOGO,BARSALGHO,CSPS DE KALAMBAOGO,CSPS KALAMBAOGO,,-1.040833333,13.19702778,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,DABLO,DABLO,CSPS DE DABLO,CSPS DABLO ,,-1.179638889,13.7155,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,2,NAMISSIGNIMA,CSPS DE NAMISSIGNIMA,CSPS NAMISSIGUIMA ,,-1.293194444,13.51119444,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,PENSA,PENSA,CSPS DE PENSA,CSPS PENSA ,,-0.807472222,13.64394444,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,YALGO,PENSA,CSPS DE YALGO,CSPS YALGO ,,-0.262472222,13.58891667,51
CENTRE-NORD,SANMENTENGA,BARSALGHO,DIBILOU,PISSILA,CSPS DE DIBILOU,CSPS DIBILOU,,-0.951694444,13.34786111,51
CENTRE-NORD,SANMENTENGA,KAYA,BOUSSOUMA,BOUSSOUMA,CSPS DE BOUSSOUMA,CSPS BOUSSOUMA,,-1.084305556,12.90905556,4
CENTRE-NORD,SANMENTENGA,KAYA,VILLAGE LOUDA,BOUSSOUMA,CSPS DE LOUDA,CSPS LOUDA,,-1.084777778,13.00525,51
CENTRE-NORD,SANMENTENGA,KAYA,NESSEMTENGA,BOUSSOUMA,CSPS DE NESSEMTENGA,CSPS NESSEMTENGA,,-1.139416667,12.99886111,51
CENTRE-NORD,SANMENTENGA,KAYA,NIONIOGO,BOUSSOUMA,CSPS DE NIONIOGO,CSPS NINIOGO,,-1.023888889,12.98936111,51
CENTRE-NORD,SANMENTENGA,KAYA,TANHOKO,BOUSSOUMA,CSPS DE TANHOKI,CSPS TANHOKO,,-1.018833333,12.88294444,51
CENTRE-NORD,SANMENTENGA,KAYA,DELGA,KAYA,CSPS DE DELGA,CSPS DELGA,,-1.168805556,13.14691667,51
CENTRE-NORD,SANMENTENGA,KAYA,NAPALGUE,KAYA,CSPS DE NAPALGUE,CSPS NAPALGUE,,-1.2695,13.13280556,51
CENTRE-NORD,SANMENTENGA,KAYA,7,KAYA,CSPS DU SECTEUR 7,CSPS SECTEUR7,,-1.103027778,13.10122222,51
CENTRE-NORD,SANMENTENGA,KAYA,,KORSIMORO,CSPS DE KORSIMORO,CM KORSIMORO,,-1.069722222,12.82647222,51
CENTRE-NORD,SANMENTENGA,KAYA,KOUTOUMTENGA,KORSIMORO,CSPS DE KOUTOUMTENGA,CSPS KOUTOUMTENGA,,-1.003888889,12.84544444,51
CENTRE-NORD,SANMENTENGA,KAYA,SATOURI,KORSIMORO,CSPS DE NATENGA,CSPS NATENGA,,-1.0565,12.73269444,51
CENTRE-NORD,SANMENTENGA,KAYA,PISSIGA,KORSIMORO,CSPS DE PISSILA,CSPS PISSILA,,-0.824,13.16280556,51
CENTRE-NORD,SANMENTENGA,KAYA,MANE,MANE,CSPS DE MANE,CSPS MANÉ,,-1.344194444,12.96783333,51
CENTRE-NORD,SANMENTENGA,KAYA,SILMIDOUGOU,MANE,CSPS DE SILMIDOUGOU,CSPS SILMIDOUGOU,,-1.427861111,13.03047222,51
CENTRE-NORD,SANMENTENGA,KAYA,KAONGUIN SANRGO,PIBAORE,CSPS DE KAONGUIN SANRGO,CSPS KANGO SANRGO,,-0.814333333,12.99025,51
CENTRE-NORD,SANMENTENGA,KAYA,OUEDEGIN,PIBAORE,CSPS DE OUEDEGUIN,CSPS OUEDEGUIN,,-0.770166667,12.75458333,51
CENTRE-NORD,SANMENTENGA,KAYA,LEBDA,PISSILA,CSPS DE LEBDA,CSPS LEBDA,,-0.9575,13.03627778,51
CENTRE-NORD,SANMENTENGA,KAYA,SOUBEIRA,ZIGA,CSPS DE SOUBEIRA,CSPS SOUBEIRA,,-0.905194444,12.81063889,51
CENTRE-NORD,SANMENTENGA,KAYA,ZIGA,ZIGA,CSPS DE ZIGA,CSPS ZIGA,,-1.116527778,12.57072222,51
CENTRE-NORD,SANMETENGA,KAYA,KIEMNA,PISSILA,CSPS DE KIEMNA,CSPS KIEMNA,,-0.828555556,13.30530556,51
CENTRE-NORD,,KAYA,FORGUI,BOUSSOUMA,CSPS DE FORGUI,CSPS FORGUI,,-0.950333333,12.99705556,51
CENTRE-OUEST,BOUKIEMDE,KOUDOUGOU,NABADOGO,SABOU,CSPS DE NABADOGO,CSPS NABADOGO,,-2.069527778,12.13508333,51
CENTRE-OUEST,BOUKLIEMDE,KOUDOUGOU,KOUKIN,THYOU,CSPS DE KOUKIN,CSPS KOUKIN,,-2.130777778,11.97991667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,KOANGA,BINGO,CSPS DE KOANGA,CSPS KOANDA,,-1.997722222,12.28066667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,RANA,IMASGO,CSPS DE RANA,CSPS RANA,,-2.26375,12.48963889,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,IMASGO,IMASGO,CSPS D'IMASGO,CSPS IMASGO,,-2.334861111,12.43925,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SECTEUR 1,KOKOLOGHO,CSPS DE KOKOLOGHO,CM KOKOLOGHO,,-1.874083333,12.19083333,4
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,MENEGA,KOKOLOGHO,CSPS DE MENEGA,CSPS MENEGA,,-1.794472222,12.25755556,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,MOKIN,KOKOLOGHO,CSPS DE MOKIN,CSPS MOKIN,,-1.843833333,12.22575,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SAM-NIDAGA,KOKOLOGHO,CSPS DE SAM-NIDAGA,CSPS SAM-NIDAGA,,-2.00075,12.07761111,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,PITMOAGA,KOKOLOGO,CSPS DE PITMOAGA,CSPS PITMOAGA,,-1.888583333,12.24922222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SECTEUR 01,KOUDOUGOU,CENTRE MEDICAL DE KOUDOUGOU,CM  KOUDOUGOU,,-2.366861111,12.2565,4
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,2,KOUDOUGOU,CHR DE KOUDOUGOU,CM  KOUDOUGOU,,-2.359166667,12.26066667,2
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,DOULOU,KOUDOUGOU,CSPS DE DOULOU,CSPS DOULOU,,-2.263472222,12.30838889,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,GODIN-WOLGTEINGA,KOUDOUGOU,CSPS DE GODIN-WOLGTEINGA,CSPS GODIN-WALOGTENGA,,-2.300305556,12.36697222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,KAMEDJI,KOUDOUGOU,CSPS DE KAMEDJI,CSPS KAMED/JI,,-2.450611111,12.17691667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,N_1,KOUDOUGOU,CSPS DE KOUDOUGOU,CM  KOUDOUGOU,,-2.366638889,12.24805556,62
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,LATTOU,KOUDOUGOU,CSPS DE LATTOU,CSPS LATTOU,,-2.356055556,12.30172222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,NAYALGUE,KOUDOUGOU,CSPS DE NAYALGUE,CSPS NAYALGUE,,-2.308583333,12.30388889,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,PALOGO,KOUDOUGOU,CSPS DE PALOGO,CSPS PALOGO,,-2.391638889,12.20741667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SARIA,KOUDOUGOU,CSPS DE SARIA,CSPS SARIA,,-2.16925,12.27822222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,TIOGO MOSSI,KOUDOUGOU,CSPS DE TIOGO MOSSI,CSPS TIOGO-MOSSI,,-2.390555556,12.33641667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,VILLY,KOUDOUGOU,CSPS DE VILLY,CSPS VILLY,,-2.234222222,12.27052778,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,8,KOUDOUGOU,CSPS DU SECTEUR 08,CSPS SECTEUR 8 KOUDOUGOU,,-2.383305556,12.24788889,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SECTEUR 9,KOUDOUGOU,CSPS DU SECTEUR 9,CSPS SECTEUR 9 KOUDOUGOU,,-2.392916667,12.25097222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SECTEUR N_05,KOUDOUGOU,CSPS DU SECTEUR N_05,CSPS SECTEUR 5  KOUDOUGOU,,-2.3385,12.24322222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SECTEUR N_10,KOUDOUGOU,CSPS DU SECTEUR N_10(KOUDOUGOU,CSPS SECTEUR 10 KOUDOUGOU,,-2.378583333,12.26302778,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SECTEUR N_07,KOUDOUGOU,CSPS DU SECTEUR N_7DEKOUDOUGOU,CSPS SECTEUR 7 KOUDOUGOU,,-2.362611111,12.23772222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,GOUIM,NANDIALA,CSPS DE GOUIM,CSPS GOIM,,-2.160777778,12.41863889,61
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,NANDIALA,NANDIALA,CSPS DE NANDIALA,CSPS NANDIALA,,-2.174055556,12.32994444,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SOME,NANDIALA,CSPS DE SOME,CSPS SOME,,-2.207277778,12.39166667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,GOGO,POA,CSPS DE GOGO,CSPS GOGO,,-0.959638889,11.55627778,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,LOAGA,POA,CSPS DE LOAGA,CSPS LOAGA,,-2.070694444,12.23044444,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,NIAKADO,POA,CSPS DE NIAKADO,CSPS NIAKADO,,-2.082555556,12.26019444,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,POA,POA,CSPS DE POA,CM POA,,-2.108,12.20711111,4
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,RALO,POA,CSPS DE RALO,CSPS RALO,,-2.158083333,12.20033333,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SAKOINSE,POA,CSPS DE SAKOINSE,CSPS SAKOINSE,,-1.962027778,12.18669444,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,BOULOUM-NABYIRI,RAMONGO,CSPS DE BOULOUM-NABYIRI,CSPS BOULO-NAB,,-2.1815,12.24816667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,RAMONGO,RAMONGO,CSPS DE RAMONGO,CSPS RAMONGHO,,-2.240222222,12.21961111,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SALBISGO,RAMONGO,CSPS DE SALBISGO,CSPS SALBISGO,,-2.379888889,12.16152778,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SABOU,SABOU,CENTRE MED.SAINT MAXIMILIEN K.,SAINT MAXIMILIEN KOLBE DE SABOU,,-2.256722222,12.05086111,4
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,IPENDO,SABOU,CSPS D IPENDO,CSPS IPENDO,,-2.3165,12.25672222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,BOUROU,SABOU,CSPS DE BOUROU,CSPS BOUROU,,-2.011638889,12.05716667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,GODE,SABOU,CSPS DE GODE,CSPS GODE,,-2.37125,11.96652778,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,NARIOU,SABOU,CSPS DE NARIOU,CSPS NARIOU,,-2.151361111,12.08944444,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SAVILLY,SABOU,CSPS DE SAVILLY,CSPS SAVILI,,-2.033861111,12.08955556,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,LA,SOURGOU,CSPS DE LA,CSPS LA,,-2.325083333,12.07286111,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SOURGOU,SOURGOU,CSPS DE SOURGOU,CSPS SOURGOU,,-2.293194444,12.13291667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,WORO,SOURGOU,CSPS DE WORO,CSPS WORO,,-2.410361111,12.03913889,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,GOUROGO,THYOU,CSPS DE GOUROGO,CSPS GOUMOGO,,-2.24925,11.95419444,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,KAMSE,THYOU,CSPS DE KAMSE,CSPS KAMSE,,-2.092666667,12.05261111,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,MOUKOUAN,THYOU,CSPS DE MOUKOUAN,CSPS MOUKOAN,,-2.233388889,12.01222222,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SOGPELECE,THYOU,CSPS DE SOGPELECE,CSPS SOGPELSE,,-2.188777778,12.03191667,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,SOULA,THYOU,CSPS DE SOULA,CSPS  SOULA ,,-0.224138889,13.40405556,51
CENTRE-OUEST,BOULKIEMDE,KOUDOUGOU,THYOU,THYOU,CSPS DE THYOU,CSPS THYOU,,-2.197555556,11.94905556,51
CENTRE-OUEST,BOULKIEMDE,NANORO,KINDI,KINDI,CSPS DE KINDI,CM KINDI,,-2.037388889,12.4335,41
CENTRE-OUEST,BOULKIEMDE,NANORO,KONE,KINDI,CSPS DE KONE,CSPS KONE,,-2.076555556,12.37022222,51
CENTRE-OUEST,BOULKIEMDE,NANORO,NASSOULOU,KINDI,CSPS DE NASSOULOU,CSPS NASSOULOU,,-2.103805556,12.35533333,51
CENTRE-OUEST,BOULKIEMDE,NANORO,NAZOANGA,NANORO,CSPS DE NAZOANGA,CSPS NAZOANGA,,-2.131111111,12.62372222,51
CENTRE-OUEST,BOULKIEMDE,NANORO,SEGUEDIN,NANORO,CSPS DE SEGUEDIN,CSPS SEGUEDIN,,-1.802055556,12.97380556,51
CENTRE-OUEST,BOULKIEMDE,NANORO,SOUM,NANORO,CSPS DE SOUM,CSPS SOUM,,-2.2965,12.59972222,51
CENTRE-OUEST,BOULKIEMDE,NANORO,SECTEUR N_ 1,NANORO,CSPS URBAIN DE HANORO,CM URBAIN (DS NANORO),,-2.196833333,12.68697222,51
CENTRE-OUEST,BOULKIEMDE,NANORO,SOMASSI,PELLA,CSDS DE SOMASSI,CSPS SOMASSI,,-2.087305556,12.58316667,51
CENTRE-OUEST,BOULKIEMDE,NANORO,NANORO,PELLA,CSPS DE GOALA,CSPS GOALA,,-2.089055556,12.55863889,51
CENTRE-OUEST,BOULKIEMDE,NANORO,PELLA,PELLA,CSPS DE PELLA,CSPS PELLA,,-2.643583333,13.62194444,51
CENTRE-OUEST,BOULKIEMDE,NANORO,BOLOGO,SIGLE,CSPS DE BOLOGO,CSPS BOLOGHO,,-1.950055556,12.61280556,51
CENTRE-OUEST,BOULKIEMDE,NANORO,SEGUEDEGUIN DE SIGLE,SIGLE,CSPS DE SEGUEDEGUIN DE SIGLE,CSPS SEGUEDIN DE SIGLE,,-1.827166667,12.49894444,51
CENTRE-OUEST,BOULKIEMDE,NANORO,SIGLE,SIGLE,CSPS DE SIGLE,CSPS SIGLE,,-1.887972222,12.55541667,51
CENTRE-OUEST,BOULKIEMDE,NANORO,SOAW,SOAW,CSPS DE SOAW,CM SOAW,,-2.184666667,12.51694444,51
CENTRE-OUEST,BOULKIENDE,KOUDOUGOU,BINGO,BINGO,CSPS DE BINGO,CSPS BINGO,,-2.41625,13.58163889,51
CENTRE-OUEST,BULKIEMDE,NANORO,GODO,NANORO,CSPS DE GODO,CSPS GODO,,-2.153166667,12.72741667,8
CENTRE-OUEST,SANGUIE,REO,DASSA,DASSA,CSPS DE  DASSA,CSPS DASSA ,,-2.688777778,12.45897222,51
CENTRE-OUEST,SANGUIE,REO,DIDYR,DIDYR,CSPS DE DIDYR,CSPS DIDYR,,-2.627583333,12.55969444,51
CENTRE-OUEST,SANGUIE,REO,MOGUEYA,DIDYR,CSPS DE MOGUEYA,CSPS MOGUEYA,,-2.721027778,12.64622222,51
CENTRE-OUEST,SANGUIE,REO,MOUSSEO,DIDYR,CSPS DE MOUSSEO,CSPS MOUSSEO,,-2.532638889,12.53263889,51
CENTRE-OUEST,SANGUIE,REO,MOUZOUMOU,DIDYR,CSPS DE MOUZOUMOU,CSPS MOUZOUMOU,,-2.564555556,12.56280556,51
CENTRE-OUEST,SANGUIE,REO,PONI NORD,DIDYR,CSPS DE PONI NORD,CSPS POUNI-NORD,,-2.609527778,12.47019444,51
CENTRE-OUEST,SANGUIE,REO,BISSOU,GODYR,CSPS DE BISSOU,CSPS BISSOU,,-2.578444444,12.736,51
CENTRE-OUEST,SANGUIE,REO,GODYR,GODYR,CSPS DE GODYR,CSPS GODYR,,-2.630527778,12.69744444,51
CENTRE-OUEST,SANGUIE,REO,GOUROU,GODYR,CSPS DE GOUROU,CSPS GOUROU,,-2.513305556,12.80847222,51
CENTRE-OUEST,SANGUIE,REO,KANDARZANA,GODYR,CSPS DE KANDARZANA,CSPS KANDARZANA,,-2.496166667,12.77891667,51
CENTRE-OUEST,SANGUIE,REO,KORDIE,KORDIE,CSPS DE KORDIE,CSPS KORDIE,,-2.367,12.58177778,51
CENTRE-OUEST,SANGUIE,REO,KYON,KYON,CSPS DE KYON,CSPS KYON,,-2.579722222,12.28286111,51
CENTRE-OUEST,SANGUIE,REO,NAGARPOULOU,KYON,CSPS DE NAGARPOULOU,CSPS NAGARPOULOU,,-2.745666667,12.33333333,51
CENTRE-OUEST,SANGUIE,REO,POA,KYON,CSPS DE POA,CM POA,,-2.108,12.20711111,4
CENTRE-OUEST,SANGUIE,REO,LILBOURE,POUNI,CSPS DE LILBOURE,CSPS LILBOURE,,-2.498611111,11.87433333,51
CENTRE-OUEST,SANGUIE,REO,TYELE,POUNI,CSPS DE TYELE,CSPS TYELLE,,-2.327083333,11.9565,51
CENTRE-OUEST,SANGUIE,REO,BANDZN NAPONE,POUNI SUD,CSPS DE BANDZO NAPONE,CSPS BANDÉO-NAPONE,,-2.526277778,12.04566667,51
CENTRE-OUEST,SANGUIE,REO,POUNI SUD,POUNI SUD,CSPS DE POUNI SUD,CM POUNI,,-2.543638889,11.95094444,4
CENTRE-OUEST,SANGUIE,REO,TITA,POUNI SUD,CSPS DE TITA,CSPS TITA,,-2.505694444,11.92666667,51
CENTRE-OUEST,SANGUIE,REO,2,REO,CMA DE REO,CM REO,,-2.464333333,12.31661111,4
CENTRE-OUEST,SANGUIE,REO,BONYOLO,REO,CSPS DE BONYOLO,CSPS BONYOLO,,-2.513583333,12.35913889,51
CENTRE-OUEST,SANGUIE,REO,ZOULA,REO,CSPS DE ZOULA,CSPS ZOULA,,-2.462527778,12.25294444,51
CENTRE-OUEST,SANGUIE,REO,9,REO,CSPS DU SECTEUR 9 REO,CSPS SECTEUR 9 REO,,-2.445055556,12.32716667,51
CENTRE-OUEST,SANGUIE,REO,DOUDOU,TENADO,CSPS DE DOUDOU,CSPS DOUDOU,,-2.546555556,12.16883333,51
CENTRE-OUEST,SANGUIE,REO,KOUKOULDI,TENADO,CSPS DE KOUKOULDI,CSPS KOUKOULDI,,-2.538055556,12.19705556,61
CENTRE-OUEST,SANGUIE,REO,TENADO,TENADO,CSPS DE TENADO,CM TENADO,,-2.606555556,12.19291667,51
CENTRE-OUEST,SANGUIE,REO,TIOGO,TENADO,CSPS DE TIOGO,CSPS TIOGO,,-2.695888889,12.16763889,51
CENTRE-OUEST,SANGUIE,REO,ZAMO,ZAMO,CSPS DE ZAMO,CSPS ZAMO,,-2.713222222,12.02291667,51
CENTRE-OUEST,SANGUIE,REO,BAPORO,ZAWARA,CSPS DE BAPORO,CSPS BAPORO,,-2.797416667,11.78566667,51
CENTRE-OUEST,SANGUIE,REO,LABA,ZAWARA,CSPS DE LABA,CSPS LABA,,-2.671666667,11.80583333,51
CENTRE-OUEST,SANGUIE,REO,ZAWARA,ZAWARA,CSPS DE ZAWARA,CSPS ZAWARA,,-2.589166667,11.78555556,51
CENTRE-OUEST,SISSILI,LEO,BIEHA,BIEHA,CSPS DE BIEHA,CSPS BIEHA,,-1.821916667,11.05877778,51
CENTRE-OUEST,SISSILI,LEO,KONZIO,BIEHA,CSPS DE KONZIO,CSPS KONZIO,,-1.822722222,11.11933333,51
CENTRE-OUEST,SISSILI,LEO,NEBOUN,BIEHA,CSPS DE NEBOUN,CSPS NEBOUN,,-1.875888889,11.30144444,51
CENTRE-OUEST,SISSILI,LEO,YALLE,BIEHA,CSPS DE YALLE,CSPS YALLE,,-1.961166667,11.22419444,51
CENTRE-OUEST,SISSILI,LEO,YELBOUGA,BIEHA,CSPS DE YELBOUGA,CSPS YELBOUGA,,-1.918638889,11.11933333,51
CENTRE-OUEST,SISSILI,LEO,KOUMBOGORO,BIEHA,CSPS DEKOUMBOGORO,CSPS KOUMBOGORO,,-1.683305556,11.36755556,51
CENTRE-OUEST,SISSILI,LEO,BEUNE,BOURA,CSPS DE BEUNE,CSPS BEUN,,-2.258861111,11.26683333,51
